#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP071982.1,964762,965247,+,66522150,,J5D21_RS04470,WP_209554209.1,161,GNAT family N-acetyltransferase
chromosome,NZ_CP071982.1,965473,967452,+,66522151,,J5D21_RS04475,WP_209611295.1,659,hypothetical protein
chromosome,NZ_CP071982.1,967870,969252,-,66522152,,J5D21_RS04480,WP_209612491.1,460,MFS transporter
chromosome,NZ_CP071982.1,971290,972003,-,66522155,,J5D21_RS04495,WP_209612493.1,237,amino acid ABC transporter permease
chromosome,NZ_CP071982.1,971987,972760,-,66522156,,J5D21_RS04500,WP_209611296.1,257,amino acid ABC transporter substrate-binding protein
chromosome,NZ_CP071982.1,972826,973959,-,66522157,alr,J5D21_RS04505,WP_209611298.1,377,alanine racemase
chromosome,NZ_CP071982.1,973966,975318,-,66522158,,J5D21_RS04510,WP_209611299.1,450,AGCS family amino acid carrier protein
chromosome,NZ_CP071982.1,975359,976591,-,66522159,,J5D21_RS04515,WP_209611301.1,410,FAD-binding oxidoreductase
chromosome,NZ_CP071982.1,976614,976991,-,66522160,,J5D21_RS04520,WP_000665811.1,125,RidA family protein
chromosome,NZ_CP071982.1,977902,979383,+,66522165,,J5D21_RS04545,WP_209611303.1,493,Na+/H+ antiporter NhaC family protein
chromosome,NZ_CP071982.1,979709,980071,+,66522166,,J5D21_RS04550,WP_000953795.1,120,hypothetical protein
chromosome,NZ_CP071982.1,980488,981501,-,66522167,,J5D21_RS04555,WP_209611305.1,337,LapA family protein
chromosome,NZ_CP071982.1,981511,981963,-,66522168,rlmH,J5D21_RS04560,WP_001203845.1,150,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
chromosome,NZ_CP071982.1,981977,982846,-,66522169,accD,J5D21_RS04565,WP_000505071.1,289,"acetyl-CoA carboxylase, carboxyltransferase subunit beta"
chromosome,NZ_CP071982.1,982927,983541,+,66522170,recO,J5D21_RS04570,WP_021173520.1,204,recombination protein RecO
chromosome,NZ_CP071982.1,983552,984208,+,66522171,,J5D21_RS04575,WP_209611307.1,218,nicotinamide-nucleotide amidohydrolase family protein
chromosome,NZ_CP071982.1,984211,984777,-,66522172,,J5D21_RS04580,WP_000476712.1,188,hypothetical protein
chromosome,NZ_CP071982.1,984842,985474,-,66522173,rdxA,J5D21_RS04585,WP_209611309.1,210,oxygen-insensitive NAD(P)H-dependent oxidoreductase RdxA
chromosome,NZ_CP071982.1,985471,986325,-,66522174,lgt,J5D21_RS04590,WP_209611311.1,284,prolipoprotein diacylglyceryl transferase
chromosome,NZ_CP071982.1,986334,987062,-,66522175,,J5D21_RS04595,WP_209611313.1,242,RluA family pseudouridine synthase
chromosome,NZ_CP071982.1,987074,988255,-,66522176,waaA,J5D21_RS04600,WP_209611315.1,393,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
chromosome,NZ_CP071982.1,988256,989035,-,66522177,,J5D21_RS04605,WP_187854031.1,259,zinc ribbon domain-containing protein
chromosome,NZ_CP071982.1,989045,989776,-,66522178,,J5D21_RS04610,WP_209611317.1,243,Nif3-like dinuclear metal center hexameric protein
chromosome,NZ_CP071982.1,989778,990674,-,66522179,glyQ,J5D21_RS04615,WP_209611319.1,298,glycine--tRNA ligase subunit alpha
chromosome,NZ_CP071982.1,990688,991626,-,66522180,,J5D21_RS04620,WP_000401686.1,312,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
chromosome,NZ_CP071982.1,991759,993618,-,66522181,acpP,J5D21_RS04625,WP_209611321.1,619,acyl carrier protein
chromosome,NZ_CP071982.1,995945,997531,-,66522183,,J5D21_RS04635,WP_209611323.1,528,dynamin family protein
chromosome,NZ_CP071982.1,998054,998335,-,66522184,,J5D21_RS04640,WP_000880319.1,93,DUF3240 family protein
chromosome,NZ_CP071982.1,998351,1001410,-,66522185,,J5D21_RS04645,WP_209612494.1,1019,efflux RND transporter permease subunit
chromosome,NZ_CP071982.1,1001410,1002489,-,66522186,,J5D21_RS04650,WP_077645622.1,359,sodium:proton antiporter
chromosome,NZ_CP071982.1,1002486,1003769,-,66522187,,J5D21_RS04655,WP_209611325.1,427,TolC family protein
chromosome,NZ_CP071982.1,1003759,1005864,-,66522188,glyS,J5D21_RS04660,WP_209611327.1,701,glycine--tRNA ligase subunit beta
chromosome,NZ_CP071982.1,1005972,1007057,+,66522189,,J5D21_RS04665,WP_209611329.1,361,hypothetical protein
chromosome,NZ_CP071982.1,1007070,1008545,+,66522190,gpmI,J5D21_RS04670,WP_209611330.1,491,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
chromosome,NZ_CP071982.1,1008560,1008841,+,66522191,gatC,J5D21_RS04675,WP_209611332.1,93,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
chromosome,NZ_CP071982.1,1008938,1010257,-,66522192,,J5D21_RS04680,WP_209611334.1,439,adenosylmethionine--8-amino-7-oxononanoate transaminase
chromosome,NZ_CP071982.1,1010387,1011850,+,66522193,,J5D21_RS04685,WP_209611336.1,487,SurA N-terminal domain-containing protein
chromosome,NZ_CP071982.1,1011866,1013347,+,66522194,ftsA,J5D21_RS04690,WP_209611338.1,493,cell division protein FtsA
chromosome,NZ_CP071982.1,1013475,1014632,+,66522195,ftsZ,J5D21_RS04695,WP_209611340.1,385,cell division protein FtsZ
chromosome,NZ_CP071982.1,1016357,1016497,-,66522197,,J5D21_RS04705,WP_000093195.1,46,hypothetical protein
chromosome,NZ_CP071982.1,1016546,1017370,-,66522198,,J5D21_RS04710,WP_000343420.1,274,mechanosensitive ion channel family protein
chromosome,NZ_CP071982.1,1017510,1017704,-,66522199,,J5D21_RS04715,WP_077645617.1,64,hypothetical protein
chromosome,NZ_CP071982.1,1018144,1019220,+,66522200,,J5D21_RS04720,WP_209611342.1,358,tyrosine-type recombinase/integrase
chromosome,NZ_CP071982.1,1020195,1021544,-,66522202,,J5D21_RS04730,WP_209612498.1,449,hypothetical protein
chromosome,NZ_CP071982.1,1022301,1023062,+,66522204,,J5D21_RS04740,WP_244965174.1,253,hypothetical protein
chromosome,NZ_CP071982.1,1023114,1023392,+,66522205,,J5D21_RS04745,WP_000477199.1,92,hypothetical protein
chromosome,NZ_CP071982.1,1023394,1024467,+,66522206,,J5D21_RS04750,WP_209611344.1,357,type IV secretion system protein
chromosome,NZ_CP071982.1,1025042,1026115,-,66522208,,J5D21_RS04760,WP_209611345.1,357,site-specific integrase
chromosome,NZ_CP071982.1,1030241,1030690,+,66522211,,J5D21_RS04775,WP_209611347.1,149,hypothetical protein
chromosome,NZ_CP071982.1,1030748,1031188,+,66522212,,J5D21_RS04780,WP_000192596.1,146,hypothetical protein
chromosome,NZ_CP071982.1,1034015,1035862,-,66522215,speA,J5D21_RS04795,WP_209611348.1,615,arginine decarboxylase
chromosome,NZ_CP071982.1,1035877,1037046,-,66522216,,J5D21_RS04800,WP_000237248.1,389,glycosyltransferase family 4 protein
chromosome,NZ_CP071982.1,1037051,1037479,-,66522217,,J5D21_RS04805,WP_209611350.1,142,PaaI family thioesterase
chromosome,NZ_CP071982.1,1037496,1038281,-,66522218,cmoB,J5D21_RS04810,WP_156565423.1,261,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB
chromosome,NZ_CP071982.1,1038285,1039292,-,66522219,,J5D21_RS04815,WP_209611352.1,335,ferrochelatase
chromosome,NZ_CP071982.1,1039293,1041236,-,66522220,metG,J5D21_RS04820,WP_209611354.1,647,methionine--tRNA ligase
chromosome,NZ_CP071982.1,1041405,1042574,+,66522221,cfaS,J5D21_RS04825,WP_000623822.1,389,cyclopropane fatty acid synthase
chromosome,NZ_CP071982.1,1042584,1044455,-,66522222,,J5D21_RS04830,WP_001238101.1,623,mechanosensitive ion channel family protein
chromosome,NZ_CP071982.1,1045683,1046432,-,66522227,hpaA2,J5D21_RS04855,WP_209611356.1,249,HpaA family protein
chromosome,NZ_CP071982.1,1046518,1048044,-,66522228,guaA,J5D21_RS04860,WP_209611358.1,508,glutamine-hydrolyzing GMP synthase
chromosome,NZ_CP071982.1,1048041,1048535,-,66522229,,J5D21_RS04865,WP_033779730.1,164,hypothetical protein
chromosome,NZ_CP071982.1,1048716,1051106,-,66522230,,J5D21_RS04870,WP_209611360.1,796,molybdopterin guanine dinucleotide-containing S/N-oxide reductase
chromosome,NZ_CP071982.1,1051210,1051800,-,66522231,,J5D21_RS04875,WP_209611365.1,196,DUF3972 domain-containing protein
chromosome,NZ_CP071982.1,1051826,1053148,-,66522232,,J5D21_RS04880,WP_209611367.1,440,aminotransferase class V-fold PLP-dependent enzyme
chromosome,NZ_CP071982.1,1053167,1053481,-,66522233,,J5D21_RS04885,WP_033613244.1,104,histidine triad nucleotide-binding protein
chromosome,NZ_CP071982.1,1053562,1054548,+,66522234,pheS,J5D21_RS04890,WP_209611369.1,328,phenylalanine--tRNA ligase subunit alpha
chromosome,NZ_CP071982.1,1054548,1056842,+,66522235,pheT,J5D21_RS04895,WP_209611371.1,764,phenylalanine--tRNA ligase subunit beta
chromosome,NZ_CP071982.1,1056862,1058151,+,66522236,aroA,J5D21_RS04900,WP_209611372.1,429,3-phosphoshikimate 1-carboxyvinyltransferase
chromosome,NZ_CP071982.1,1058141,1058965,+,66522237,,J5D21_RS04905,WP_000403575.1,274,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
chromosome,NZ_CP071982.1,1059087,1060745,+,66522238,,J5D21_RS04910,WP_209611374.1,552,30S ribosomal protein S1
chromosome,NZ_CP071982.1,1060774,1061307,+,66522239,,J5D21_RS04915,WP_209611376.1,177,hypothetical protein
chromosome,NZ_CP071982.1,1061323,1062897,+,66522240,serA,J5D21_RS04920,WP_209611378.1,524,phosphoglycerate dehydrogenase
chromosome,NZ_CP071982.1,1062907,1064757,+,66522241,,J5D21_RS04925,WP_209611380.1,616,menaquinone biosynthesis decarboxylase
chromosome,NZ_CP071982.1,1064767,1065435,+,66522242,,J5D21_RS04930,WP_209611382.1,222,YggS family pyridoxal phosphate-dependent enzyme
chromosome,NZ_CP071982.1,1065437,1066195,+,66522243,,J5D21_RS04935,WP_209611383.1,252,"UDP-2,3-diacylglucosamine diphosphatase"
chromosome,NZ_CP071982.1,1066197,1067132,+,66522244,cheV3,J5D21_RS04940,WP_209611385.1,311,chemotaxis protein CheV
chromosome,NZ_CP071982.1,1067189,1069621,+,66522245,cheAY2,J5D21_RS04945,WP_021172737.1,810,chemotaxis histidine kinase/response regulator CheAY2
chromosome,NZ_CP071982.1,1069618,1070115,+,66522246,cheW,J5D21_RS04950,WP_000070762.1,165,chemotaxis protein CheW
chromosome,NZ_CP071982.1,1070373,1070873,-,66522247,tpx,J5D21_RS04955,WP_001174640.1,166,thiol peroxidase
chromosome,NZ_CP071982.1,1071094,1071735,+,66522248,sodB,J5D21_RS04960,WP_000494624.1,213,superoxide dismutase
chromosome,NZ_CP071982.1,1071787,1072518,+,66522249,cmoA,J5D21_RS04965,WP_209611387.1,243,carboxy-S-adenosyl-L-methionine synthase CmoA
chromosome,NZ_CP071982.1,1072580,1074439,-,66522250,,J5D21_RS04970,WP_209611389.1,619,primosomal protein N\\'
chromosome,NZ_CP071982.1,1074424,1074660,-,66522251,,J5D21_RS04975,WP_209611391.1,78,hypothetical protein
chromosome,NZ_CP071982.1,1074673,1074900,-,66522252,,J5D21_RS04980,WP_001191194.1,75,hypothetical protein
chromosome,NZ_CP071982.1,1075102,1075848,+,66522253,,J5D21_RS04985,WP_097702639.1,248,SPOR domain-containing protein
chromosome,NZ_CP071982.1,1076115,1076639,-,66522254,,J5D21_RS04990,WP_209611393.1,174,hypothetical protein
chromosome,NZ_CP071982.1,1076820,1078043,+,66522255,,J5D21_RS04995,WP_209611395.1,407,M48 family metallopeptidase
chromosome,NZ_CP071982.1,1078040,1078870,+,66522256,prmC,J5D21_RS05000,WP_209611397.1,276,peptide chain release factor N(5)-glutamine methyltransferase
chromosome,NZ_CP071982.1,1078937,1080283,+,66522257,gdhA,J5D21_RS05005,WP_209611399.1,448,NADP-specific glutamate dehydrogenase
chromosome,NZ_CP071982.1,1080297,1081538,-,66522258,,J5D21_RS05010,WP_209611401.1,413,glycosyltransferase family 10
chromosome,NZ_CP071982.1,1081548,1084358,-,66522259,ccsA,J5D21_RS05015,WP_209611403.1,936,cytochrome c biogenesis protein CcsA
chromosome,NZ_CP071982.1,1084368,1085039,-,66522260,,J5D21_RS05020,WP_209611405.1,223,thioredoxin fold domain-containing protein
chromosome,NZ_CP071982.1,1085113,1086120,-,66522261,hemH,J5D21_RS05025,WP_001049083.1,335,ferrochelatase
chromosome,NZ_CP071982.1,1086176,1086607,+,66522262,,J5D21_RS05030,WP_021172629.1,143,hypothetical protein
chromosome,NZ_CP071982.1,1086608,1087288,+,66522263,,J5D21_RS05035,WP_209611407.1,226,16S rRNA (uracil(1498)-N(3))-methyltransferase
chromosome,NZ_CP071982.1,1087381,1089636,-,66522264,,J5D21_RS05040,WP_209611408.1,751,hypothetical protein
chromosome,NZ_CP071982.1,1089805,1090371,-,66522265,dcd,J5D21_RS05045,WP_000523105.1,188,dCTP deaminase
chromosome,NZ_CP071982.1,1090500,1090982,+,66522266,accB,J5D21_RS05050,WP_001053802.1,160,acetyl-CoA carboxylase biotin carboxyl carrier protein
chromosome,NZ_CP071982.1,1090988,1092355,+,66522267,,J5D21_RS05055,WP_001031214.1,455,acetyl-CoA carboxylase biotin carboxylase subunit
chromosome,NZ_CP071982.1,1092821,1093354,+,66522269,,J5D21_RS05065,WP_209611412.1,177,FkbM family methyltransferase
chromosome,NZ_CP071982.1,1094492,1095040,+,66522271,,J5D21_RS05075,WP_209611413.1,182,restriction endonuclease
chromosome,NZ_CP071982.1,1095121,1095738,+,66522272,,J5D21_RS05080,WP_209612502.1,205,Laminin subunit alpha-2 precursor
chromosome,NZ_CP071982.1,1095735,1096871,+,66522273,pseC,J5D21_RS05085,WP_209611414.1,378,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"
chromosome,NZ_CP071982.1,1097265,1098290,+,66522275,,J5D21_RS05095,WP_000453997.1,341,ribonucleotide-diphosphate reductase subunit beta
chromosome,NZ_CP071982.1,1098300,1098929,+,66522276,pcm,J5D21_RS05100,WP_001084553.1,209,protein-L-isoaspartate O-methyltransferase
chromosome,NZ_CP071982.1,1098951,1099988,+,66522277,,J5D21_RS05105,WP_156579557.1,345,LptF/LptG family permease
chromosome,NZ_CP071982.1,1099989,1100717,+,66522278,truA,J5D21_RS05110,WP_209611415.1,242,tRNA pseudouridine(38-40) synthase TruA
chromosome,NZ_CP071982.1,1100711,1101745,-,66522279,galE,J5D21_RS05115,WP_209611416.1,344,UDP-glucose 4-epimerase GalE
chromosome,NZ_CP071982.1,1102662,1104197,+,66522283,,J5D21_RS05135,WP_209611417.1,511,hypothetical protein
chromosome,NZ_CP071982.1,1104215,1104967,+,66522284,,J5D21_RS05140,WP_209611418.1,250,SDR family oxidoreductase
chromosome,NZ_CP071982.1,1105191,1106063,-,66522285,hcpC,J5D21_RS05145,WP_000892769.1,290,Sel1-like repeat protein HcpC
chromosome,NZ_CP071982.1,1106133,1106759,-,66522286,,J5D21_RS05150,WP_209611419.1,208,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
chromosome,NZ_CP071982.1,1106778,1108604,-,66522287,edd,J5D21_RS05155,WP_209611420.1,608,phosphogluconate dehydratase
chromosome,NZ_CP071982.1,1108670,1109947,+,66522288,,J5D21_RS05160,WP_209611421.1,425,glucose-6-phosphate dehydrogenase
chromosome,NZ_CP071982.1,1109958,1110641,+,66522289,pgl,J5D21_RS05165,WP_209611423.1,227,6-phosphogluconolactonase
chromosome,NZ_CP071982.1,1110628,1111638,+,66522290,,J5D21_RS05170,WP_001126920.1,336,glucokinase
chromosome,NZ_CP071982.1,1111808,1112860,+,66522291,,J5D21_RS05175,WP_001265775.1,350,NAD(P)-dependent alcohol dehydrogenase
chromosome,NZ_CP071982.1,1112872,1114038,-,66522292,,J5D21_RS05180,WP_209611424.1,388,glycosyltransferase family 8 protein
chromosome,NZ_CP071982.1,1114177,1115373,-,66522293,,J5D21_RS05185,WP_209611426.1,398,glycosyltransferase family 8 protein
chromosome,NZ_CP071982.1,1115550,1116857,+,66522294,,J5D21_RS05190,WP_209611428.1,435,hypothetical protein
chromosome,NZ_CP071982.1,1116864,1117526,-,66522295,,J5D21_RS05195,WP_001886512.1,220,outer membrane protein
chromosome,NZ_CP071982.1,1117814,1118374,+,66522296,,J5D21_RS05200,WP_000486455.1,186,pyruvate flavodoxin oxidoreductase subunit gamma
chromosome,NZ_CP071982.1,1118390,1118782,+,66522297,,J5D21_RS05205,WP_000656179.1,130,4Fe-4S binding protein
chromosome,NZ_CP071982.1,1118792,1120015,+,66522298,,J5D21_RS05210,WP_209611430.1,407,2-oxoacid:ferredoxin oxidoreductase subunit alpha
chromosome,NZ_CP071982.1,1120028,1120972,+,66522299,,J5D21_RS05215,WP_000238172.1,314,thiamine pyrophosphate-dependent enzyme
chromosome,NZ_CP071982.1,1121084,1122406,+,66522300,purB,J5D21_RS05220,WP_209611432.1,440,adenylosuccinate lyase
chromosome,NZ_CP071982.1,1122704,1123537,+,66522301,,J5D21_RS05225,WP_097703012.1,277,outer membrane protein
chromosome,NZ_CP071982.1,1123562,1125538,-,66522302,uvrB,J5D21_RS05230,WP_209611433.1,658,excinuclease ABC subunit UvrB
chromosome,NZ_CP071982.1,1125587,1126390,-,66522303,,J5D21_RS05235,WP_209611435.1,267,hypothetical protein
chromosome,NZ_CP071982.1,1126401,1129199,-,66522304,,J5D21_RS05240,WP_209612504.1,932,DUF3519 domain-containing protein
chromosome,NZ_CP071982.1,1129168,1129368,+,66522305,,J5D21_RS05245,WP_209611437.1,66,hypothetical protein
chromosome,NZ_CP071982.1,1129612,1130382,-,66522306,,J5D21_RS05250,WP_209611439.1,256,sel1 repeat family protein
chromosome,NZ_CP071982.1,1130624,1132327,-,66522307,ggt,J5D21_RS05255,WP_001254550.1,567,gamma-glutamyltransferase
chromosome,NZ_CP071982.1,1132515,1134335,-,66522308,flgK,J5D21_RS05260,WP_000508881.1,606,flagellar hook-associated protein FlgK
chromosome,NZ_CP071982.1,1134337,1134771,-,66522309,,J5D21_RS05265,WP_000260911.1,144,hypothetical protein
chromosome,NZ_CP071982.1,1134912,1135871,-,66522310,,J5D21_RS05270,WP_209611440.1,319,DNA cytosine methyltransferase
chromosome,NZ_CP071982.1,1136014,1136217,-,66522311,,J5D21_RS05275,WP_001883407.1,67,flagellar biosynthesis anti-sigma factor FlgM
chromosome,NZ_CP071982.1,1136286,1136492,-,66522312,,J5D21_RS05280,WP_001088951.1,68,hypothetical protein
chromosome,NZ_CP071982.1,1136527,1137084,-,66522313,,J5D21_RS05285,WP_209611442.1,185,peptidylprolyl isomerase
chromosome,NZ_CP071982.1,1137071,1138066,-,66522314,,J5D21_RS05290,WP_209611444.1,331,hypothetical protein
chromosome,NZ_CP071982.1,1138074,1138613,-,66522315,,J5D21_RS05295,WP_000831151.1,179,outer membrane protein Omp18
chromosome,NZ_CP071982.1,1138680,1139933,-,66522316,tolB,J5D21_RS05300,WP_156535352.1,417,Tol-Pal system protein TolB
chromosome,NZ_CP071982.1,1139930,1140724,-,66522317,,J5D21_RS05305,WP_209611446.1,264,TonB C-terminal domain-containing protein
chromosome,NZ_CP071982.1,1140743,1141144,-,66522318,,J5D21_RS05310,WP_001105106.1,133,ExbD/TolR family protein
chromosome,NZ_CP071982.1,1141188,1141766,-,66522319,,J5D21_RS05315,WP_000887328.1,192,MotA/TolQ/ExbB proton channel family protein
chromosome,NZ_CP071982.1,1141777,1142148,-,66522320,atpC,J5D21_RS05320,WP_001196332.1,123,ATP synthase F1 subunit epsilon
chromosome,NZ_CP071982.1,1142159,1143559,-,66522321,atpD,J5D21_RS05325,WP_001881791.1,466,F0F1 ATP synthase subunit beta
chromosome,NZ_CP071982.1,1143590,1144495,-,66522322,atpG,J5D21_RS05330,WP_209611448.1,301,ATP synthase F1 subunit gamma
chromosome,NZ_CP071982.1,1144510,1146021,-,66522323,atpA,J5D21_RS05335,WP_000080517.1,503,F0F1 ATP synthase subunit alpha
chromosome,NZ_CP071982.1,1146044,1146586,-,66522324,,J5D21_RS05340,WP_209611450.1,180,F0F1 ATP synthase subunit delta
chromosome,NZ_CP071982.1,1146587,1147102,-,66522325,,J5D21_RS05345,WP_000244692.1,171,F0F1 ATP synthase subunit B
chromosome,NZ_CP071982.1,1147106,1147540,-,66522326,,J5D21_RS05350,WP_001027631.1,144,FoF1 ATP synthase subunit B\\'
chromosome,NZ_CP071982.1,1147645,1148517,-,66522327,,J5D21_RS05355,WP_001107368.1,290,ParB/RepB/Spo0J family partition protein
chromosome,NZ_CP071982.1,1148521,1149312,-,66522328,soj,J5D21_RS05360,WP_001877067.1,263,chromosome partitioning ATPase Soj
chromosome,NZ_CP071982.1,1149318,1149956,-,66522329,,J5D21_RS05365,WP_209611452.1,212,biotin-
chromosome,NZ_CP071982.1,1149953,1150870,-,66522330,fmt,J5D21_RS05370,WP_209611453.1,305,methionyl-tRNA formyltransferase
chromosome,NZ_CP071982.1,1150882,1153464,-,66522331,,J5D21_RS05375,WP_209611455.1,860,ATPase
chromosome,NZ_CP071982.1,1153508,1154809,-,66522332,,J5D21_RS05380,WP_209611457.1,433,DUF2130 domain-containing protein
chromosome,NZ_CP071982.1,1154977,1155258,+,66522333,,J5D21_RS05385,WP_209611458.1,93,hypothetical protein
chromosome,NZ_CP071982.1,1160244,1160600,-,66522336,rplS,J5D21_RS05400,WP_000797689.1,118,50S ribosomal protein L19
chromosome,NZ_CP071982.1,1160622,1161311,-,66522337,trmD,J5D21_RS05405,WP_000672952.1,229,tRNA (guanosine(37)-N1)-methyltransferase TrmD
chromosome,NZ_CP071982.1,1161312,1161866,-,66522338,rimM,J5D21_RS05410,WP_001925631.1,184,ribosome maturation factor RimM
chromosome,NZ_CP071982.1,1161867,1162220,-,66522339,,J5D21_RS05415,WP_001209241.1,117,KH domain-containing protein
chromosome,NZ_CP071982.1,1162237,1162467,-,66522340,rpsP,J5D21_RS05420,WP_000216134.1,76,30S ribosomal protein S16
chromosome,NZ_CP071982.1,1162541,1163887,-,66522341,ffh,J5D21_RS05425,WP_209611460.1,448,signal recognition particle protein
chromosome,NZ_CP071982.1,1163902,1166520,-,66522342,valS,J5D21_RS05430,WP_209611461.1,872,valine--tRNA ligase
chromosome,NZ_CP071982.1,1166672,1167079,+,66522343,fliW,J5D21_RS05435,WP_001105859.1,135,flagellar assembly protein FliW
chromosome,NZ_CP071982.1,1167091,1168152,+,66522344,murG,J5D21_RS05440,WP_209611462.1,353,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
chromosome,NZ_CP071982.1,1168261,1170354,+,66522345,hopI,J5D21_RS05445,WP_209611464.1,697,outer membrane protein
chromosome,NZ_CP071982.1,1170377,1174090,+,66522346,hopL,J5D21_RS05450,WP_209611466.1,1237,outer membrane protein
chromosome,NZ_CP071982.1,1174105,1174902,+,66522347,proC,J5D21_RS05455,WP_209611467.1,265,pyrroline-5-carboxylate reductase
chromosome,NZ_CP071982.1,1174908,1175441,+,66522348,,J5D21_RS05460,WP_139519218.1,177,Fic/DOC family protein
chromosome,NZ_CP071982.1,1175683,1176105,-,66522349,ybeY,J5D21_RS05465,WP_209611469.1,140,rRNA maturation RNase YbeY
chromosome,NZ_CP071982.1,1176162,1176656,-,66522350,,J5D21_RS05470,WP_000516036.1,164,flavodoxin
chromosome,NZ_CP071982.1,1176747,1177328,-,66522351,,J5D21_RS05475,WP_209611471.1,193,DedA family protein
chromosome,NZ_CP071982.1,1177452,1177649,+,66522352,ccoS,J5D21_RS05480,WP_001090947.1,65,cbb3-type cytochrome oxidase assembly protein CcoS
chromosome,NZ_CP071982.1,1177677,1178651,+,66522353,,J5D21_RS05485,WP_187883890.1,324,NAD(P)/FAD-dependent oxidoreductase
chromosome,NZ_CP071982.1,1179881,1181518,+,66522355,pgi,J5D21_RS05495,WP_000957661.1,545,glucose-6-phosphate isomerase
chromosome,NZ_CP071982.1,1181823,1183238,+,66522356,hofH,J5D21_RS05500,WP_209611473.1,471,outer membrane family protein
chromosome,NZ_CP071982.1,1183706,1185799,-,66522357,,J5D21_RS05505,WP_209611474.1,697,carbon starvation protein A
chromosome,NZ_CP071982.1,1185978,1186631,+,66522358,,J5D21_RS05510,WP_151237320.1,217,amino acid ABC transporter permease
chromosome,NZ_CP071982.1,1186633,1187304,+,66522359,,J5D21_RS05515,WP_000538532.1,223,amino acid ABC transporter permease
chromosome,NZ_CP071982.1,1187306,1188052,+,66522360,,J5D21_RS05520,WP_209611476.1,248,amino acid ABC transporter ATP-binding protein
chromosome,NZ_CP071982.1,1188101,1188934,+,66522361,,J5D21_RS05525,WP_000855988.1,277,transporter substrate-binding domain-containing protein
chromosome,NZ_CP071982.1,1189054,1189608,+,66522362,,J5D21_RS05530,WP_001015390.1,184,hypothetical protein
chromosome,NZ_CP071982.1,1189846,1191069,-,66522363,,J5D21_RS05535,WP_209611478.1,407,sugar MFS transporter
chromosome,NZ_CP071982.1,1191198,1192505,-,66522364,,J5D21_RS05540,WP_000505476.1,435,NCS2 family permease
chromosome,NZ_CP071982.1,1192947,1194872,-,66522365,hopQ,J5D21_RS05545,WP_209611480.1,641,outer membrane beta-barrel protein
chromosome,NZ_CP071982.1,1195333,1196034,-,66522366,deoD,J5D21_RS05550,WP_156562617.1,233,purine-nucleoside phosphorylase
chromosome,NZ_CP071982.1,1196031,1197272,-,66522367,,J5D21_RS05555,WP_209611482.1,413,phosphopentomutase
chromosome,NZ_CP071982.1,1197284,1198540,-,66522368,,J5D21_RS05560,WP_209611483.1,418,NupC/NupG family nucleoside CNT transporter
chromosome,NZ_CP071982.1,1198858,1200189,+,66522370,,J5D21_RS05570,WP_209611485.1,443,MFS transporter
chromosome,NZ_CP071982.1,1200209,1200970,+,66522371,,J5D21_RS05575,WP_001949646.1,253,asparagine synthase-related protein
chromosome,NZ_CP071982.1,1200975,1202126,-,66522372,,J5D21_RS05580,WP_000542834.1,383,cation:proton antiporter
chromosome,NZ_CP071982.1,1202152,1203531,-,66522373,,J5D21_RS05585,WP_209611487.1,459,MATE family efflux transporter
chromosome,NZ_CP071982.1,1203700,1204875,-,66522374,,J5D21_RS05590,WP_000980325.1,391,sugar transporter
chromosome,NZ_CP071982.1,1205153,1205896,+,66522375,,J5D21_RS05595,WP_209611489.1,247,carbonic anhydrase
chromosome,NZ_CP071982.1,1206134,1207141,-,66522376,,J5D21_RS05600,WP_209611491.1,335,DUF874 family protein
chromosome,NZ_CP071982.1,1207554,1208594,-,66522377,asd,J5D21_RS05605,WP_209611493.1,346,aspartate-semialdehyde dehydrogenase
chromosome,NZ_CP071982.1,1208581,1209909,-,66522378,hisS,J5D21_RS05610,WP_209611494.1,442,histidine--tRNA ligase
chromosome,NZ_CP071982.1,1209971,1211020,+,66522379,waaF,J5D21_RS05615,WP_209611496.1,349,lipopolysaccharide heptosyltransferase II
chromosome,NZ_CP071982.1,1211210,1211644,-,66522380,,J5D21_RS05620,WP_000744159.1,144,hypothetical protein
chromosome,NZ_CP071982.1,1212198,1214276,-,66522381,fusA,J5D21_RS05625,WP_000101862.1,692,elongation factor G
chromosome,NZ_CP071982.1,1214288,1214755,-,66522382,rpsG,J5D21_RS05630,WP_001254356.1,155,30S ribosomal protein S7
chromosome,NZ_CP071982.1,1214771,1215178,-,66522383,rpsL,J5D21_RS05635,WP_001142321.1,135,30S ribosomal protein S12
